restaurant_id,rest_type
3032,Casual Dining
3033,Sweet Shop
3033,Quick Bites
3034,Delivery
3035,Quick Bites
3036,Dessert Parlor
3036,Quick Bites
3037,Dessert Parlor
3038,Casual Dining
3039,Quick Bites
3040,Casual Dining
3041,Delivery
3042,Casual Dining
3043,Quick Bites
3044,Delivery
3045,Quick Bites
3046,Quick Bites
3047,Casual Dining
3048,Beverage Shop
3049,Quick Bites
3050,Delivery
3051,Casual Dining
3052,Delivery
3053,Quick Bites
3054,Casual Dining
3054,Irani Cafee
3055,Casual Dining
3056,Casual Dining
3057,Quick Bites
3058,Casual Dining
3059,Takeaway
3059,Delivery
3060,Quick Bites
3061,Dessert Parlor
3062,Delivery
3063,Food Court
3064,Casual Dining
3065,Delivery
3066,Quick Bites
3067,Quick Bites
3068,Casual Dining
3069,Casual Dining
3070,Food Court
3070,Quick Bites
3071,Delivery
3072,Beverage Shop
3072,Dessert Parlor
3073,Casual Dining
3074,Quick Bites
3075,Food Court
3076,Casual Dining
3077,Quick Bites
3078,Quick Bites
3079,Bar
3079,Casual Dining
3080,Casual Dining
3081,Quick Bites
3082,Casual Dining
3083,Casual Dining
3084,Quick Bites
3085,Quick Bites
3086,Food Court
3086,Quick Bites
3087,Dessert Parlor
3088,Casual Dining
3089,Quick Bites
3090,Casual Dining
3091,Quick Bites
3092,Bakery
3093,Quick Bites
3094,Bakery
3095,Casual Dining
3096,Delivery
3097,Sweet Shop
3097,Quick Bites
3098,Casual Dining
3099,Beverage Shop
3100,Cafe
3100,Bakery
3101,Takeaway
3101,Delivery
3102,Casual Dining
3103,Dessert Parlor
3104,Takeaway
3105,Casual Dining
3106,Confectionery
3107,Kiosk
3108,Quick Bites
3109,Dessert Parlor
3110,Casual Dining
3111,Quick Bites
3112,Casual Dining
3113,Dessert Parlor
3113,Beverage Shop
3114,Quick Bites
3115,Quick Bites
3115,Beverage Shop
3116,Quick Bites
3117,Dessert Parlor
3117,Cafe
3118,Casual Dining
3119,Quick Bites
3120,Fine Dining
3120,Lounge
3121,Quick Bites
3122,Casual Dining
3123,Delivery
3124,Quick Bites
3125,Quick Bites
3126,Quick Bites
3127,Lounge
3128,Food Court
3129,Casual Dining
3130,Quick Bites
3131,Quick Bites
3132,Dessert Parlor
3133,Takeaway
3133,Delivery
3134,Quick Bites
3135,Cafe
3136,Beverage Shop
3137,Quick Bites
3137,Beverage Shop
3138,Delivery
3139,Quick Bites
3140,Delivery
3141,Dessert Parlor
3142,Dessert Parlor
3143,Delivery
3144,Casual Dining
3145,Quick Bites
3146,Dessert Parlor
3147,Quick Bites
3148,Sweet Shop
3149,Quick Bites
3150,Quick Bites
3150,Sweet Shop
3151,Casual Dining
3151,Bar
3152,Cafe
3152,Quick Bites
3153,Lounge
3154,Quick Bites
3155,Takeaway
3156,Casual Dining
3157,Dessert Parlor
3158,Casual Dining
3159,Casual Dining
3160,Quick Bites
3161,Delivery
3162,Casual Dining
3163,Cafe
3163,Casual Dining
3164,Casual Dining
3165,Quick Bites
3166,Dessert Parlor
3167,Sweet Shop
3167,Quick Bites
3168,Bakery
3168,Dessert Parlor
3169,Casual Dining
3170,Casual Dining
3171,Sweet Shop
3172,Sweet Shop
3173,Quick Bites
3174,Dessert Parlor
3175,Cafe
3176,Quick Bites
3177,Casual Dining
3178,Casual Dining
3179,Quick Bites
3180,Beverage Shop
3181,Casual Dining
3182,Casual Dining
3182,Bar
3183,Quick Bites
3184,Quick Bites
3185,Bakery
3186,Casual Dining
3186,Bar
3187,Bar
3187,Casual Dining
3188,Quick Bites
3189,Casual Dining
3190,Delivery
3191,Casual Dining
3192,Kiosk
3193,Dessert Parlor
3194,Dessert Parlor
3195,Dessert Parlor
3196,Quick Bites
3197,Club
3198,Bakery
3199,Delivery
3200,Quick Bites
3201,Beverage Shop
3201,Quick Bites
3202,Casual Dining
3203,Quick Bites
3204,Quick Bites
3205,Casual Dining
3205,Bar
3206,Delivery
3207,Cafe
3208,Quick Bites
3209,Quick Bites
3209,Bakery
3210,Delivery
3211,Takeaway
3211,Delivery
3212,Casual Dining
3213,Quick Bites
3214,Quick Bites
3215,Casual Dining
3216,Casual Dining
3217,Quick Bites
3218,Bakery
3219,Quick Bites
3220,Delivery
3221,Takeaway
3221,Delivery
3222,Casual Dining
3223,Dessert Parlor
3224,Beverage Shop
3225,Quick Bites
3226,Quick Bites
3227,Dessert Parlor
3227,Bakery
3228,Cafe
3228,Bakery
3229,Delivery
3230,Quick Bites
3231,Cafe
3232,Casual Dining
3233,Dessert Parlor
3234,Casual Dining
3234,Bar
3235,Cafe
3236,Cafe
3237,Casual Dining
3238,Quick Bites
3239,Beverage Shop
3240,Quick Bites
3241,Quick Bites
3242,Dessert Parlor
3243,Quick Bites
3244,Quick Bites
3245,Casual Dining
3246,Bar
3246,Quick Bites
3247,Quick Bites
3248,Beverage Shop
3249,Casual Dining
3250,Casual Dining
3251,Quick Bites
3252,Cafe
3253,Quick Bites
3254,Casual Dining
3255,Casual Dining
3256,Casual Dining
3257,Dessert Parlor
3258,Casual Dining
3259,Quick Bites
3260,Quick Bites
3261,Casual Dining
3261,Bar
3262,Quick Bites
3263,Quick Bites
3264,Casual Dining
3265,Quick Bites
3266,Quick Bites
3267,Casual Dining
3268,Casual Dining
3269,Casual Dining
3270,Confectionery
3271,Casual Dining
3272,Casual Dining
3273,Quick Bites
3274,Delivery
3275,Casual Dining
3276,Cafe
3277,Quick Bites
3278,Food Court
3279,Cafe
3280,Quick Bites
3281,Cafe
3282,Casual Dining
3283,Takeaway
3283,Delivery
3284,Casual Dining
3285,Bar
3285,Casual Dining
3286,Quick Bites
3287,Quick Bites
3288,Quick Bites
3289,Bakery
3290,Casual Dining
3291,Beverage Shop
3292,Casual Dining
3293,Quick Bites
3294,Delivery
3295,Casual Dining
3296,Quick Bites
3297,Quick Bites
3298,Quick Bites
3299,Bakery
3299,Kiosk
3300,Delivery
3301,Dessert Parlor
3302,Casual Dining
3303,Casual Dining
3304,Quick Bites
3305,Dessert Parlor
3306,Dessert Parlor
3307,Casual Dining
3308,Casual Dining
3309,Casual Dining
3310,Casual Dining
3311,Quick Bites
3312,Casual Dining
3313,Quick Bites
3314,Bakery
3315,Casual Dining
3316,Casual Dining
3317,Casual Dining
3318,Kiosk
3319,Casual Dining
3320,Delivery
3321,Quick Bites
3322,Casual Dining
3323,Casual Dining
3324,Casual Dining
3324,Bar
3325,Bar
3325,Casual Dining
3326,Casual Dining
3326,Bar
3327,Quick Bites
3328,Quick Bites
3329,Quick Bites
3330,Quick Bites
3331,Casual Dining
3332,Delivery
3333,Casual Dining
3334,Quick Bites
3335,Dessert Parlor
3336,Dessert Parlor
3337,Fine Dining
3338,Quick Bites
3339,Casual Dining
3340,Casual Dining
3341,Takeaway
3341,Delivery
3342,Pub
3342,Microbrewery
3343,Delivery
3344,Casual Dining
3345,Quick Bites
3346,Casual Dining
3347,Casual Dining
3348,Bakery
3348,Quick Bites
3349,Quick Bites
3350,Quick Bites
3351,Beverage Shop
3352,Quick Bites
3353,Casual Dining
3354,Quick Bites
3355,Casual Dining
3356,Food Court
3357,Dessert Parlor
3358,Quick Bites
3359,Casual Dining
3360,Quick Bites
3361,Delivery
3362,Casual Dining
3363,Quick Bites
3364,Casual Dining
3365,Casual Dining
3366,Delivery
3367,Casual Dining
3368,Casual Dining
3369,Bar
3369,Casual Dining
3370,Takeaway
3370,Delivery
3371,Takeaway
3371,Delivery
3372,Casual Dining
3373,Quick Bites
3374,Beverage Shop
3375,Delivery
3376,Casual Dining
3377,Casual Dining
3378,Quick Bites
3379,Delivery
3380,Delivery
3381,Casual Dining
3382,Bakery
3382,Quick Bites
3383,Casual Dining
3384,Delivery
3385,Casual Dining
3386,Lounge
3387,Takeaway
3387,Delivery
3388,Casual Dining
3389,Quick Bites
3390,Takeaway
3390,Delivery
3391,Takeaway
3391,Delivery
3392,Delivery
3393,Quick Bites
3394,Bar
3395,Delivery
3396,Casual Dining
3397,Dessert Parlor
3398,Delivery
3399,Casual Dining
3400,Takeaway
3400,Delivery
3401,Quick Bites
3402,Quick Bites
3403,Quick Bites
3403,Bakery
3404,Casual Dining
3405,Delivery
3406,Casual Dining
3407,Quick Bites
3408,Casual Dining
3409,Casual Dining
3409,Bar
3410,Casual Dining
3411,Dessert Parlor
3412,Quick Bites
3413,Quick Bites
3414,Casual Dining
3414,Bar
3415,Casual Dining
3416,Casual Dining
3417,
3418,Delivery
3419,Delivery
3420,Quick Bites
3421,Delivery
3422,Takeaway
3422,Delivery
3423,Delivery
3424,Casual Dining
3425,Casual Dining
3426,Quick Bites
3427,Quick Bites
3428,Delivery
3429,Quick Bites
3430,Quick Bites
3431,Takeaway
3431,Delivery
3432,Takeaway
3433,Casual Dining
3434,Casual Dining
3435,Quick Bites
3436,Quick Bites
3437,Quick Bites
3438,Cafe
3439,Quick Bites
3440,Quick Bites
3441,Casual Dining
3442,Quick Bites
3443,Quick Bites
3444,Takeaway
3444,Delivery
3445,Quick Bites
3446,Casual Dining
3446,Bar
3447,Pub
3447,Casual Dining
3448,Pub
3449,Pub
3450,Bar
3450,Casual Dining
3451,Bar
3451,Casual Dining
3452,Quick Bites
3453,Quick Bites
3454,Casual Dining
3455,Quick Bites
3456,Casual Dining
3457,Casual Dining
3458,Casual Dining
3459,Casual Dining
3460,Dessert Parlor
3461,Quick Bites
3462,Quick Bites
3463,Casual Dining
3464,Casual Dining
3465,Dessert Parlor
3466,Quick Bites
3467,Casual Dining
3468,Takeaway
3468,Delivery
3469,Quick Bites
3470,Quick Bites
3471,Beverage Shop
3472,Casual Dining
3473,Quick Bites
3474,Quick Bites
3475,Bakery
3476,Casual Dining
3477,Takeaway
3477,Delivery
3478,Casual Dining
3479,Takeaway
3479,Delivery
3480,Bakery
3481,Quick Bites
3482,Dessert Parlor
3483,Beverage Shop
3484,Quick Bites
3485,Quick Bites
3486,Quick Bites
3487,Casual Dining
3488,Dessert Parlor
3489,Quick Bites
3490,Quick Bites
3491,Quick Bites
3492,Dessert Parlor
3493,Quick Bites
3494,Quick Bites
3495,Delivery
3496,Quick Bites
3497,Quick Bites
3498,Quick Bites
3499,Quick Bites
3500,Casual Dining
3501,Quick Bites
3502,Quick Bites
3503,Bakery
3503,Quick Bites
3504,Quick Bites
3505,Quick Bites
3506,Delivery
3507,Takeaway
3507,Delivery
3508,Delivery
3509,Quick Bites
3510,Takeaway
3510,Delivery
3511,Quick Bites
3512,Quick Bites
3513,Beverage Shop
3514,Quick Bites
3515,Takeaway
3515,Delivery
3516,Casual Dining
3517,Dessert Parlor
3517,Bakery
3518,Quick Bites
3519,Beverage Shop
3520,Quick Bites
3521,Casual Dining
3522,Quick Bites
3523,Quick Bites
3524,Dessert Parlor
3525,Quick Bites
3526,Quick Bites
3527,Quick Bites
3528,Food Truck
3529,Takeaway
3529,Delivery
3530,Delivery
3531,Bakery
3531,Dessert Parlor
3532,Bakery
3532,Dessert Parlor
3533,Quick Bites
3534,Quick Bites
3535,Quick Bites
3536,Quick Bites
3537,Quick Bites
3538,Quick Bites
3539,Quick Bites
3540,Quick Bites
3541,Quick Bites
3542,Takeaway
3542,Delivery
3543,Takeaway
3543,Delivery
3544,Takeaway
3544,Delivery
3545,Quick Bites
3546,Quick Bites
3547,Casual Dining
3548,Bakery
3549,Quick Bites
3550,Quick Bites
3551,Casual Dining
3552,Quick Bites
3553,Quick Bites
3554,Bakery
3554,Quick Bites
3555,Casual Dining
3556,Quick Bites
3557,Quick Bites
3558,Quick Bites
3559,Takeaway
3560,Casual Dining
3561,Quick Bites
3562,Kiosk
3563,Quick Bites
3564,Quick Bites
3565,Casual Dining
3566,Casual Dining
3567,Quick Bites
3568,Casual Dining
3569,Quick Bites
3570,Casual Dining
3571,Quick Bites
3572,Quick Bites
3573,Quick Bites
3574,Dessert Parlor
3575,Quick Bites
3576,Quick Bites
3577,Quick Bites
3578,Quick Bites
3579,Quick Bites
3580,Delivery
3581,Takeaway
3581,Delivery
3582,Takeaway
3582,Delivery
3583,Casual Dining
3584,Delivery
3585,Delivery
3586,Casual Dining
3587,Takeaway
3587,Delivery
3588,Quick Bites
3589,Casual Dining
3590,Casual Dining
3591,Beverage Shop
3591,Dessert Parlor
3592,Bakery
3593,Dessert Parlor
3594,Beverage Shop
3595,Dessert Parlor
3596,Dessert Parlor
3597,Dessert Parlor
3598,Microbrewery
3598,Casual Dining
3599,Dessert Parlor
3600,Quick Bites
3601,Dessert Parlor
3602,Casual Dining
3603,Dessert Parlor
3604,Bakery
3604,Quick Bites
3605,Dessert Parlor
3606,Quick Bites
3607,Confectionery
3608,Beverage Shop
3609,Bakery
3609,Quick Bites
3610,Bakery
3611,Bakery
3611,Quick Bites
3612,Bakery
3612,Quick Bites
3613,Dessert Parlor
3614,Sweet Shop
3615,Dessert Parlor
3616,Quick Bites
3617,Bakery
3617,Quick Bites
3618,Bakery
3619,Beverage Shop
3619,Quick Bites
3620,Bakery
3620,Quick Bites
3621,Sweet Shop
3622,Dessert Parlor
3623,Bakery
3624,Sweet Shop
3624,Quick Bites
3625,Dessert Parlor
3626,Sweet Shop
3627,Dessert Parlor
3628,Sweet Shop
3629,Quick Bites
3630,Takeaway
3631,Bakery
3631,Beverage Shop
3632,Quick Bites
3633,Dessert Parlor
3634,Dessert Parlor
3635,Confectionery
3636,Bakery
3636,Quick Bites
3637,Bakery
3637,Beverage Shop
3638,Bakery
3639,Sweet Shop
3640,Dessert Parlor
3641,Delivery
3642,Dessert Parlor
3643,Dessert Parlor
3644,Bakery
3644,Quick Bites
3645,Quick Bites
3646,Sweet Shop
3647,Cafe
3648,Casual Dining
3649,Pub
3649,Microbrewery
3650,Casual Dining
3650,Bar
3651,Microbrewery
3651,Casual Dining
3652,Casual Dining
3653,Pub
3654,Casual Dining
3654,Pub
3655,Pub
3655,Casual Dining
3656,Pub
3657,Casual Dining
3658,Lounge
3659,Quick Bites
3660,Casual Dining
3661,Bar
3661,Casual Dining
3662,Casual Dining
3663,Casual Dining
3664,Cafe
3665,Casual Dining
3666,Casual Dining
3667,Quick Bites
3668,Quick Bites
3669,Quick Bites
3670,Food Court
3671,Quick Bites
3672,Quick Bites
3673,Quick Bites
3674,Quick Bites
3675,Quick Bites
3676,Quick Bites
3677,Food Court
3678,Lounge
3679,Microbrewery
3679,Casual Dining
3680,Lounge
3681,Fine Dining
3682,Fine Dining
3683,Casual Dining
3683,Microbrewery
3684,Casual Dining
3684,Bar
3685,Fine Dining
3686,Microbrewery
3686,Lounge
3687,Casual Dining
3688,Pub
3688,Casual Dining
3689,Casual Dining
3690,Fine Dining
3690,Microbrewery
3691,Casual Dining
3692,Pub
3692,Casual Dining
3693,Casual Dining
3694,Lounge
3695,Casual Dining
3695,Bar
3696,Casual Dining
3697,Fine Dining
3698,Casual Dining
3699,Bar
3699,Casual Dining
3700,Fine Dining
3701,Casual Dining
3701,Bar
3702,Casual Dining
3703,Fine Dining
3704,Lounge
3705,Bar
3705,Casual Dining
3706,Bar
3706,Casual Dining
3707,Fine Dining
3708,Casual Dining
3709,Pub
3709,Casual Dining
3710,Casual Dining
3711,Pub
3712,Casual Dining
3713,Casual Dining
3714,Casual Dining
3715,Fine Dining
3716,Fine Dining
3717,Casual Dining
3717,Bar
3718,Casual Dining
3718,Pub
3719,Fine Dining
3720,Casual Dining
3721,Casual Dining
3722,Fine Dining
3722,Bar
3723,Casual Dining
3724,Bar
3725,Bar
3726,Fine Dining
3727,Fine Dining
3728,Bar
3729,Fine Dining
3729,Bar
3730,Casual Dining
3730,Bar
3731,Club
3732,Lounge
3733,Casual Dining
3734,Casual Dining
3734,Bar
3735,Fine Dining
3736,Pub
3737,Casual Dining
3738,Bar
3739,Casual Dining
3740,Casual Dining
3741,Pub
3742,Quick Bites
3743,Quick Bites
3744,Casual Dining
3745,Casual Dining
3746,Pub
3747,Casual Dining
3748,Lounge
3749,Lounge
3750,Lounge
3751,Bar
3752,Fine Dining
3753,Casual Dining
3753,Bar
3754,Lounge
3755,Fine Dining
3756,Casual Dining
3757,Lounge
3758,Casual Dining
3759,Casual Dining
3759,Bar
3760,Casual Dining
3760,Bar
3761,Casual Dining
3762,Beverage Shop
3762,Quick Bites
3763,Casual Dining
3764,Bar
3765,Fine Dining
3766,Casual Dining
3767,Bar
3768,Casual Dining
3769,Bar
3770,Casual Dining
3771,Casual Dining
3772,Casual Dining
3773,Casual Dining
3773,Bar
3774,Mess
3775,Lounge
3776,Casual Dining
3777,Quick Bites
3778,Casual Dining
3779,Bar
3780,Casual Dining
3780,Bar
3781,Casual Dining
3781,Bar
3782,Mess
3783,Casual Dining
3784,Fine Dining
3785,Casual Dining
3786,Quick Bites
3787,Mess
3787,Quick Bites
3788,Casual Dining
3789,Casual Dining
3790,Fine Dining
3791,Quick Bites
3792,Quick Bites
3793,Quick Bites
3794,Quick Bites
3795,Quick Bites
3796,Quick Bites
3797,Quick Bites
3798,Quick Bites
3799,Quick Bites
3800,Quick Bites
3801,Quick Bites
3802,Quick Bites
3803,Quick Bites
3804,Quick Bites
3805,Quick Bites
3806,Quick Bites
3807,Quick Bites
3808,Quick Bites
3809,Quick Bites
3810,Quick Bites
3811,Quick Bites
3812,Quick Bites
3813,Quick Bites
3814,Quick Bites
3815,Quick Bites
3816,Quick Bites
3817,Quick Bites
3818,Quick Bites
3819,Quick Bites
3820,Quick Bites
3821,Quick Bites
3822,Quick Bites
3823,Quick Bites
3824,Quick Bites
3825,Quick Bites
3826,Quick Bites
3827,Quick Bites
3828,Quick Bites
3829,Quick Bites
3830,Quick Bites
3831,Quick Bites
3832,Quick Bites
3833,Quick Bites
3834,Quick Bites
3835,Quick Bites
3836,Quick Bites
3837,Quick Bites
3838,Quick Bites
3839,Quick Bites
3840,Quick Bites
3841,Quick Bites
3842,Quick Bites
3843,Quick Bites
3844,Quick Bites
3845,Quick Bites
3846,Quick Bites
3847,Quick Bites
3848,Quick Bites
3849,Quick Bites
3850,Quick Bites
3851,Quick Bites
3852,Quick Bites
3853,Quick Bites
3854,Quick Bites
3855,Quick Bites
3856,Quick Bites
3857,Quick Bites
3858,Quick Bites
3859,Quick Bites
3860,Quick Bites
3861,Quick Bites
3862,Quick Bites
3863,Quick Bites
3864,Quick Bites
3865,Quick Bites
3866,Quick Bites
3867,Quick Bites
3868,Dessert Parlor
3869,Quick Bites
3870,Quick Bites
3871,Quick Bites
3872,Quick Bites
3873,Fine Dining
3874,Quick Bites
3875,Quick Bites
3876,Casual Dining
3877,Quick Bites
3878,Fine Dining
3879,Quick Bites
3880,Quick Bites
3881,Quick Bites
3882,Bar
3883,Bar
3884,Casual Dining
3885,Quick Bites
3886,Casual Dining
3887,Casual Dining
3888,Quick Bites
3889,Quick Bites
3890,Quick Bites
3891,Quick Bites
3892,Quick Bites
3893,Quick Bites
3894,Casual Dining
3895,Casual Dining
3895,Pub
3896,Lounge
3896,Bar
3897,Dessert Parlor
3898,Dessert Parlor
3899,Dessert Parlor
3900,Delivery
3901,Cafe
3902,Beverage Shop
3902,Quick Bites
3903,Dessert Parlor
3904,Dessert Parlor
3905,Beverage Shop
3906,Bakery
3907,Dessert Parlor
3907,Cafe
3908,Bakery
3909,Dessert Parlor
3910,Bakery
3911,Sweet Shop
3911,Quick Bites
3912,Pub
3912,Microbrewery
3913,Casual Dining
3913,Bar
3914,Bar
3915,Casual Dining
3915,Cafe
3916,Casual Dining
3917,Casual Dining
3917,Bar
3918,Casual Dining
3919,Casual Dining
3920,Casual Dining
3920,Bar
3921,Casual Dining
3921,Bar
3922,Casual Dining
3923,Casual Dining
3924,Casual Dining
3924,Bar
3925,Casual Dining
3925,Bar
3926,Fine Dining
3927,Casual Dining
3928,Casual Dining
3929,Casual Dining
3930,Fine Dining
3931,Casual Dining
3932,Bar
3933,Quick Bites
3934,Casual Dining
3935,Casual Dining
3936,Fine Dining
3936,Bar
3937,Casual Dining
3938,Casual Dining
3939,Casual Dining
3940,Casual Dining
3940,Bar
3941,Casual Dining
3942,Casual Dining
3943,Casual Dining
3944,Casual Dining
3945,Casual Dining
3945,Bar
3946,Casual Dining
3947,Casual Dining
3948,Cafe
3948,Bakery
3949,Cafe
3950,Cafe
3951,Cafe
3952,Cafe
3953,Quick Bites
3954,Cafe
3955,Cafe
3956,Cafe
3957,Cafe
3957,Dessert Parlor
3958,Casual Dining
3958,Cafe
3959,Casual Dining
3959,Cafe
3960,Cafe
3961,Cafe
3962,Cafe
3963,Cafe
3964,Dessert Parlor
3964,Quick Bites
3965,Cafe
3966,Cafe
3967,Cafe
3968,Bakery
3968,Cafe
3969,Cafe
3970,Cafe
3971,Quick Bites
3971,Cafe
3972,Cafe
3973,Cafe
3974,Cafe
3975,Cafe
3976,Cafe
3977,Cafe
3978,Cafe
3978,Quick Bites
3979,Bakery
3979,Cafe
3980,Cafe
3980,Quick Bites
3981,Cafe
3982,Takeaway
3982,Delivery
3983,Takeaway
3983,Delivery
3984,Takeaway
3984,Delivery
3985,Takeaway
3985,Delivery
3986,Takeaway
3986,Delivery
3987,Delivery
3988,Casual Dining
3989,Takeaway
3989,Delivery
3990,Quick Bites
3991,Delivery
3992,Takeaway
3992,Delivery
3993,Quick Bites
3994,Delivery
3995,Quick Bites
3996,Quick Bites
3997,Quick Bites
3998,Quick Bites
3999,Delivery
4000,Takeaway
4000,Delivery
4001,Quick Bites
4002,Quick Bites
4003,Takeaway
4003,Delivery
4004,Casual Dining
4005,Takeaway
4005,Delivery
4006,Casual Dining
4007,Delivery
4008,Quick Bites
4009,Casual Dining
4010,Delivery
4011,Quick Bites
4012,Cafe
4013,Beverage Shop
4014,Takeaway
4014,Delivery
4015,Quick Bites
4016,Delivery
4017,Takeaway
4017,Delivery
4018,Takeaway
4018,Delivery
4019,Delivery
4020,Takeaway
4020,Delivery
4021,Takeaway
4021,Delivery
4022,Quick Bites
4023,Quick Bites
4024,Delivery
4025,Takeaway
4025,Delivery
4026,Casual Dining
4027,Delivery
4028,Takeaway
4028,Delivery
4029,Quick Bites
4030,Quick Bites
4031,Quick Bites
4032,Takeaway
4032,Delivery
4033,Casual Dining
4034,Sweet Shop
4035,Quick Bites
4036,Quick Bites
4037,Quick Bites
4038,Takeaway
4038,Delivery
4039,Quick Bites
4040,Casual Dining
4041,
4042,Delivery
4043,Delivery
4044,Casual Dining
4045,Casual Dining
4046,Casual Dining
4047,Delivery
4048,Delivery
4049,Casual Dining
4050,Delivery
4051,Casual Dining
4052,Delivery
4053,Quick Bites
4054,Delivery
4055,Quick Bites
4056,Quick Bites
4057,Quick Bites
4058,Quick Bites
4059,Delivery
4060,Quick Bites
4061,Delivery
4062,Delivery
4063,Delivery
4064,Beverage Shop
4064,Dessert Parlor
4065,Quick Bites
4066,Quick Bites
4067,Delivery
4068,Quick Bites
4069,Quick Bites
4070,Takeaway
4070,Delivery
4071,Casual Dining
4072,Quick Bites
4073,Casual Dining
4074,Quick Bites
4075,Quick Bites
4076,Delivery
4077,Quick Bites
4078,Takeaway
4078,Delivery
4079,Quick Bites
4080,Casual Dining
4081,Beverage Shop
4081,Quick Bites
4082,Casual Dining
4083,Quick Bites
4084,Casual Dining
4085,Quick Bites
4086,Dessert Parlor
4087,Takeaway
4087,Delivery
4088,Dessert Parlor
4089,Bakery
4090,Delivery
4091,Quick Bites
4092,Takeaway
4092,Delivery
4093,Casual Dining
4094,Quick Bites
4095,Quick Bites
4096,Delivery
4097,Casual Dining
4098,Quick Bites
4099,Delivery
4100,Delivery
4101,Quick Bites
4102,Delivery
4103,Quick Bites
4104,Quick Bites
4105,Beverage Shop
4105,Quick Bites
4106,Casual Dining
4107,Quick Bites
4108,Dessert Parlor
4109,Casual Dining
4110,Quick Bites
4111,Quick Bites
4112,Quick Bites
4113,Delivery
4114,Casual Dining
4115,Quick Bites
4116,Quick Bites
4117,Delivery
4118,Takeaway
4118,Delivery
4119,Quick Bites
4120,Quick Bites
4121,Quick Bites
4121,Sweet Shop
4122,Quick Bites
4123,Casual Dining
4124,Takeaway
4124,Delivery
4125,Quick Bites
4126,Dessert Parlor
4127,Sweet Shop
4128,Quick Bites
4129,Dessert Parlor
4130,Casual Dining
4131,Casual Dining
4132,Quick Bites
4133,Dessert Parlor
4134,Casual Dining
4135,Mess
4136,Quick Bites
4137,Quick Bites
4138,Bakery
4139,Bakery
4140,Quick Bites
4141,Quick Bites
4142,Quick Bites
4143,Takeaway
4143,Delivery
4144,Delivery
4145,Cafe
4146,Quick Bites
4147,Casual Dining
4148,Delivery
4149,Quick Bites
4150,Casual Dining
4151,Dessert Parlor
4152,Dessert Parlor
4152,Beverage Shop
4153,Fine Dining
4154,Quick Bites
4155,Casual Dining
4156,Casual Dining
4156,Cafe
4157,Quick Bites
4158,Food Court
4159,Quick Bites
4160,Quick Bites
4161,Quick Bites
4162,Quick Bites
4163,Mess
4164,Food Court
4165,Quick Bites
4166,Quick Bites
4167,Takeaway
4167,Delivery
4168,Casual Dining
4169,Takeaway
4169,Delivery
4170,Delivery
4171,Delivery
4172,Bakery
4172,Quick Bites
4173,Quick Bites
4174,Quick Bites
4175,Quick Bites
4176,Quick Bites
4177,Food Court
4178,Quick Bites
4179,Quick Bites
4179,Dessert Parlor
4180,Takeaway
4180,Delivery
4181,Microbrewery
4181,Pub
4182,Takeaway
4182,Delivery
4183,Quick Bites
4184,Mess
4185,Food Court
4185,Quick Bites
4186,Quick Bites
4187,Bar
4187,Casual Dining
4188,Takeaway
4188,Delivery
4189,Kiosk
4190,Casual Dining
4191,Takeaway
4191,Delivery
4192,Casual Dining
4193,Quick Bites
4194,Casual Dining
4195,Casual Dining
4196,Casual Dining
4197,Casual Dining
4198,Bakery
4199,Quick Bites
4200,Casual Dining
4201,Casual Dining
4202,Quick Bites
4203,Beverage Shop
4204,Takeaway
4204,Delivery
4205,Quick Bites
4206,Casual Dining
4207,Quick Bites
4208,Casual Dining
4209,Quick Bites
4210,Casual Dining
4211,Quick Bites
4212,Delivery
4213,Sweet Shop
4214,Casual Dining
4215,Quick Bites
4216,Casual Dining
4217,Casual Dining
4218,Quick Bites
4219,Quick Bites
4220,Casual Dining
4220,Cafe
4221,Delivery
4222,Delivery
4223,Delivery
4224,Bakery
4225,Casual Dining
4226,Quick Bites
4227,Casual Dining
4228,Quick Bites
4229,Quick Bites
4230,Quick Bites
4231,Pub
4231,Casual Dining
4232,Quick Bites
4233,Quick Bites
4234,Casual Dining
4235,Cafe
4236,Food Court
4237,Delivery
4238,Beverage Shop
4239,Beverage Shop
4240,Quick Bites
4241,Casual Dining
4242,Casual Dining
4243,Takeaway
4243,Delivery
4244,Delivery
4245,Casual Dining
4246,Quick Bites
4247,Beverage Shop
4247,Quick Bites
4248,Delivery
4249,Casual Dining
4250,Bakery
4251,
4252,Casual Dining
4253,Quick Bites
4254,Sweet Shop
4255,Quick Bites
4256,Quick Bites
4257,Bakery
4258,Delivery
4259,Bakery
4260,Quick Bites
4261,Takeaway
4261,Delivery
4262,Sweet Shop
4263,Quick Bites
4263,Beverage Shop
4264,Casual Dining
4265,Casual Dining
4266,Casual Dining
4267,Quick Bites
4268,Casual Dining
4269,Beverage Shop
4270,Casual Dining
4271,Food Court
4272,Quick Bites
4273,Quick Bites
4274,Casual Dining
4274,Bar
4275,Quick Bites
4276,Quick Bites
4277,Quick Bites
4278,Beverage Shop
4278,Dessert Parlor
4279,Casual Dining
4280,Casual Dining
4281,Beverage Shop
4281,Quick Bites
4282,Food Court
4283,Pub
4283,Casual Dining
4284,Quick Bites
4285,Casual Dining
4286,Quick Bites
4287,Quick Bites
4288,Bakery
4288,Cafe
4289,Casual Dining
4290,Dessert Parlor
4290,Cafe
4291,Takeaway
4291,Delivery
4292,Casual Dining
4293,Dessert Parlor
4294,Casual Dining
4295,Quick Bites
