restaurant_id,rest_type
5925,Cafe
5926,Beverage Shop
5927,Casual Dining
5928,Delivery
5929,Takeaway
5929,Delivery
5930,Quick Bites
5931,Quick Bites
5932,Quick Bites
5933,Casual Dining
5934,Casual Dining
5935,Casual Dining
5936,Casual Dining
5936,Bar
5937,Casual Dining
5938,Quick Bites
5939,Bar
5940,Casual Dining
5941,Beverage Shop
5942,Delivery
5943,Quick Bites
5944,Quick Bites
5945,Casual Dining
5946,Casual Dining
5947,Mess
5948,Quick Bites
5949,Quick Bites
5950,Quick Bites
5951,Beverage Shop
5952,Quick Bites
5953,Quick Bites
5954,Quick Bites
5955,Mess
5956,Mess
5957,Bakery
5957,Dessert Parlor
5958,Delivery
5959,Quick Bites
5960,Quick Bites
5961,Quick Bites
5962,Delivery
5963,Dessert Parlor
5964,Quick Bites
5965,Dessert Parlor
5966,Delivery
5967,Bakery
5967,Quick Bites
5968,Bakery
5968,Dessert Parlor
5969,Beverage Shop
5969,Quick Bites
5970,Quick Bites
5971,Quick Bites
5972,Delivery
5973,Quick Bites
5974,Quick Bites
5975,Bakery
5976,Quick Bites
5977,Takeaway
5977,Delivery
5978,Quick Bites
5979,Sweet Shop
5980,Casual Dining
5981,Takeaway
5981,Delivery
5982,Quick Bites
5983,Delivery
5984,Quick Bites
5985,Casual Dining
5986,Quick Bites
5987,Delivery
5988,Delivery
5989,Quick Bites
5990,Quick Bites
5991,Quick Bites
5992,Mess
5993,Casual Dining
5994,Quick Bites
5995,Delivery
5996,Casual Dining
5997,Quick Bites
5998,Delivery
5999,Quick Bites
6000,Quick Bites
6001,Casual Dining
6002,Delivery
6003,Delivery
6004,Quick Bites
6005,Quick Bites
6006,Quick Bites
6007,Quick Bites
6008,Quick Bites
6009,Takeaway
6009,Delivery
6010,Dessert Parlor
6011,Quick Bites
6012,Quick Bites
6013,Quick Bites
6014,Quick Bites
6015,Quick Bites
6016,Delivery
6017,Takeaway
6017,Delivery
6018,Delivery
6019,Quick Bites
6020,Quick Bites
6021,Delivery
6022,Quick Bites
6023,Delivery
6024,Dessert Parlor
6024,Beverage Shop
6025,Delivery
6026,Delivery
6027,Delivery
6028,Quick Bites
6029,Takeaway
6029,Delivery
6030,Dessert Parlor
6030,Quick Bites
6031,Quick Bites
6032,Quick Bites
6033,Delivery
6034,Casual Dining
6035,Quick Bites
6036,Quick Bites
6037,Casual Dining
6038,Quick Bites
6039,Delivery
6040,Quick Bites
6041,Quick Bites
6042,Quick Bites
6043,Quick Bites
6044,Quick Bites
6045,Beverage Shop
6046,Delivery
6047,Quick Bites
6048,Beverage Shop
6049,Beverage Shop
6050,Casual Dining
6051,Quick Bites
6052,Quick Bites
6053,Beverage Shop
6054,Casual Dining
6054,Bar
6055,Cafe
6056,Quick Bites
6057,Delivery
6058,Takeaway
6058,Delivery
6059,Takeaway
6059,Delivery
6060,Quick Bites
6061,Takeaway
6061,Delivery
6062,Quick Bites
6063,Quick Bites
6064,Quick Bites
6065,Quick Bites
6066,Quick Bites
6067,Dhaba
6068,Sweet Shop
6069,Sweet Shop
6070,Quick Bites
6071,Quick Bites
6072,Casual Dining
6073,Quick Bites
6074,Quick Bites
6075,Bakery
6076,Takeaway
6076,Delivery
6077,Takeaway
6077,Delivery
6078,Quick Bites
6079,Quick Bites
6080,Quick Bites
6081,Casual Dining
6082,Dessert Parlor
6083,Dessert Parlor
6084,Sweet Shop
6085,Beverage Shop
6085,Dessert Parlor
6086,Quick Bites
6086,Sweet Shop
6087,Bakery
6088,Bakery
6089,Bakery
6090,Quick Bites
6091,Sweet Shop
6092,Bakery
6092,Quick Bites
6093,Sweet Shop
6093,Quick Bites
6094,Dessert Parlor
6094,Sweet Shop
6095,Dessert Parlor
6096,Quick Bites
6096,Sweet Shop
6097,Quick Bites
6098,Bakery
6098,Quick Bites
6099,Quick Bites
6100,Dessert Parlor
6101,Dessert Parlor
6102,Dessert Parlor
6103,Sweet Shop
6104,Dessert Parlor
6105,Bakery
6106,Sweet Shop
6107,Food Court
6107,Dessert Parlor
6108,Dessert Parlor
6108,Quick Bites
6109,Dessert Parlor
6110,Beverage Shop
6111,Dessert Parlor
6112,Quick Bites
6112,Sweet Shop
6113,Dessert Parlor
6114,Kiosk
6115,Takeaway
6115,Delivery
6116,Dessert Parlor
6117,Beverage Shop
6118,Dessert Parlor
6119,Sweet Shop
6119,Quick Bites
6120,Bakery
6121,Takeaway
6122,Bakery
6122,Sweet Shop
6123,Bakery
6124,Food Court
6125,Dessert Parlor
6126,Takeaway
6127,Quick Bites
6128,Quick Bites
6128,Sweet Shop
6129,Bakery
6130,Bakery
6131,Sweet Shop
6132,Bakery
6133,Dessert Parlor
6134,Cafe
6135,Dessert Parlor
6135,Beverage Shop
6136,Dessert Parlor
6137,Sweet Shop
6138,Casual Dining
6139,Casual Dining
6140,Casual Dining
6141,Casual Dining
6142,Casual Dining
6143,Quick Bites
6144,Casual Dining
6145,Beverage Shop
6145,Quick Bites
6146,Kiosk
6147,Bar
6148,Quick Bites
6149,Food Truck
6150,Cafe
6151,Casual Dining
6152,Casual Dining
6153,Casual Dining
6154,Beverage Shop
6155,Quick Bites
6156,Casual Dining
6157,Casual Dining
6158,Casual Dining
6159,Bar
6159,Casual Dining
6160,Quick Bites
6161,Casual Dining
6162,Beverage Shop
6162,Quick Bites
6163,Casual Dining
6164,Quick Bites
6165,Quick Bites
6166,Quick Bites
6167,Quick Bites
6168,Quick Bites
6169,Quick Bites
6170,Quick Bites
6171,Quick Bites
6172,Quick Bites
6173,Quick Bites
6174,Quick Bites
6175,Quick Bites
6176,Quick Bites
6177,Quick Bites
6178,Quick Bites
6179,Quick Bites
6180,Quick Bites
6181,Quick Bites
6182,Quick Bites
6183,Quick Bites
6184,Quick Bites
6185,Quick Bites
6186,Quick Bites
6187,Quick Bites
6188,Quick Bites
6189,Quick Bites
6190,Quick Bites
6191,Quick Bites
6192,Quick Bites
6193,Quick Bites
6194,Quick Bites
6195,Quick Bites
6196,Quick Bites
6197,Quick Bites
6198,Quick Bites
6199,Quick Bites
6200,Quick Bites
6201,Quick Bites
6202,Quick Bites
6202,Beverage Shop
6203,Quick Bites
6204,Quick Bites
6205,Quick Bites
6206,Quick Bites
6207,Quick Bites
6208,Quick Bites
6209,Quick Bites
6210,Beverage Shop
6211,Quick Bites
6212,Quick Bites
6213,Quick Bites
6214,Quick Bites
6215,Quick Bites
6216,Quick Bites
6217,Quick Bites
6218,Quick Bites
6219,Quick Bites
6220,Quick Bites
6221,Quick Bites
6222,Quick Bites
6222,Beverage Shop
6223,Quick Bites
6224,Quick Bites
6225,Quick Bites
6226,Quick Bites
6227,Quick Bites
6228,Quick Bites
6229,Quick Bites
6230,Quick Bites
6231,Quick Bites
6232,Quick Bites
6233,Quick Bites
6234,Quick Bites
6234,Beverage Shop
6235,Quick Bites
6236,Quick Bites
6237,Quick Bites
6238,Quick Bites
6239,Lounge
6240,Casual Dining
6240,Bar
6241,Pub
6241,Microbrewery
6242,Bar
6242,Casual Dining
6243,Pub
6244,Bar
6244,Casual Dining
6245,Casual Dining
6246,Cafe
6246,Casual Dining
6247,Casual Dining
6248,Lounge
6249,Microbrewery
6249,Casual Dining
6250,Casual Dining
6250,Pub
6251,Microbrewery
6251,Casual Dining
6252,Microbrewery
6252,Bar
6253,Casual Dining
6254,Casual Dining
6254,Bar
6255,Casual Dining
6256,Casual Dining
6257,Bar
6257,Casual Dining
6258,Casual Dining
6259,Casual Dining
6260,Casual Dining
6261,Bar
6262,Casual Dining
6263,Casual Dining
6264,Casual Dining
6265,Lounge
6265,Casual Dining
6266,Bar
6266,Casual Dining
6267,Pub
6267,Bar
6268,Bar
6269,Casual Dining
6270,Casual Dining
6270,Bar
6271,Pub
6271,Casual Dining
6272,Cafe
6273,Lounge
6273,Bar
6274,Casual Dining
6275,Quick Bites
6276,Quick Bites
6277,Quick Bites
6278,Quick Bites
6279,Pub
6280,Casual Dining
6281,Quick Bites
6282,Bar
6283,Quick Bites
6284,Beverage Shop
6284,Quick Bites
6285,Beverage Shop
6285,Quick Bites
6286,Quick Bites
6287,Quick Bites
6288,Quick Bites
6289,Bar
6290,Quick Bites
6291,Casual Dining
6291,Bar
6292,Mess
6293,Quick Bites
6294,Mess
6295,Casual Dining
6296,Quick Bites
6297,Quick Bites
6298,Quick Bites
6299,Quick Bites
6300,Quick Bites
6301,Dessert Parlor
6302,Quick Bites
6303,Beverage Shop
6303,Quick Bites
6304,Casual Dining
6305,Food Court
6306,Food Court
6307,Quick Bites
6308,Bar
6309,Quick Bites
6310,Food Court
6310,Quick Bites
6311,Casual Dining
6311,Bar
6312,Casual Dining
6313,Quick Bites
6314,Quick Bites
6315,Quick Bites
6316,Quick Bites
6317,Beverage Shop
6317,Quick Bites
6318,Beverage Shop
6318,Quick Bites
6319,Casual Dining
6320,Mess
6321,Casual Dining
6322,Bakery
6322,Quick Bites
6323,Quick Bites
6324,Quick Bites
6325,Food Court
6326,Quick Bites
6327,Food Court
6328,Quick Bites
6329,Quick Bites
6330,Quick Bites
6331,Bar
6332,Quick Bites
6333,Mess
6334,Beverage Shop
6335,Quick Bites
6336,Quick Bites
6337,Quick Bites
6338,Quick Bites
6339,Quick Bites
6340,Quick Bites
6341,Quick Bites
6342,Quick Bites
6343,Quick Bites
6344,Quick Bites
6345,Quick Bites
6346,Quick Bites
6347,Food Court
6348,Quick Bites
6349,Quick Bites
6350,Quick Bites
6351,Quick Bites
6352,Quick Bites
6353,Quick Bites
6354,Quick Bites
6355,Quick Bites
6356,Quick Bites
6357,Quick Bites
6358,Quick Bites
6359,Quick Bites
6360,Quick Bites
6361,Quick Bites
6362,Bar
6363,Fine Dining
6364,Casual Dining
6365,Cafe
6366,Cafe
6367,Cafe
6368,Cafe
6369,Quick Bites
6370,Quick Bites
6371,Delivery
6372,Quick Bites
6373,Beverage Shop
6374,Beverage Shop
6374,Dessert Parlor
6375,Quick Bites
6376,Casual Dining
6377,Casual Dining
6378,Quick Bites
6379,Quick Bites
6380,Dessert Parlor
6380,Quick Bites
6381,Casual Dining
6382,Dessert Parlor
6383,Casual Dining
6384,Beverage Shop
6384,Quick Bites
6385,Delivery
6386,Quick Bites
6387,Cafe
6388,Casual Dining
6389,Casual Dining
6390,Quick Bites
6391,Casual Dining
6392,Casual Dining
6393,Quick Bites
6394,Quick Bites
6395,Casual Dining
6396,Casual Dining
6397,Kiosk
6398,Dessert Parlor
6399,Casual Dining
6400,Quick Bites
6401,Quick Bites
6402,Bakery
6403,Quick Bites
6404,Quick Bites
6405,Dessert Parlor
6406,Casual Dining
6407,Dessert Parlor
6408,Delivery
6409,Takeaway
6409,Delivery
6410,Quick Bites
6411,Quick Bites
6412,Quick Bites
6413,Delivery
6414,Quick Bites
6415,Quick Bites
6416,Cafe
6417,Quick Bites
6418,Quick Bites
6419,Cafe
6420,Casual Dining
6421,Quick Bites
6422,Casual Dining
6423,Quick Bites
6424,Kiosk
6425,Quick Bites
6426,Casual Dining
6427,Quick Bites
6428,Quick Bites
6429,Quick Bites
6430,Quick Bites
6431,Delivery
6432,Delivery
6433,Delivery
6434,Dessert Parlor
6435,Beverage Shop
6435,Dessert Parlor
6436,Dessert Parlor
6436,Beverage Shop
6437,Bakery
6438,Sweet Shop
6439,Sweet Shop
6439,Quick Bites
6440,Bakery
6441,Bakery
6442,Casual Dining
6443,Pub
6444,Casual Dining
6445,Quick Bites
6446,Quick Bites
6447,Quick Bites
6448,Quick Bites
6449,Quick Bites
6450,Fine Dining
6451,Fine Dining
6452,Lounge
6453,Quick Bites
6454,Quick Bites
6455,Quick Bites
6456,Quick Bites
6457,Quick Bites
6458,Quick Bites
6459,Quick Bites
6460,Quick Bites
6461,Quick Bites
6462,Quick Bites
6463,Quick Bites
6464,Quick Bites
6465,Quick Bites
6466,Casual Dining
6467,Casual Dining
6468,Pub
6468,Casual Dining
6469,Casual Dining
6470,Casual Dining
6470,Cafe
6471,Casual Dining
6472,Fine Dining
6473,Fine Dining
6474,Casual Dining
6475,Casual Dining
6476,Casual Dining
6477,Casual Dining
6478,Fine Dining
6479,Casual Dining
6480,Casual Dining
6481,Casual Dining
6482,Casual Dining
6483,Casual Dining
6484,Casual Dining
6484,Bar
6485,Casual Dining
6486,Casual Dining
6487,Casual Dining
6488,Cafe
6489,Quick Bites
6490,Cafe
6491,Cafe
6492,Cafe
6493,Cafe
6494,Cafe
6494,Dessert Parlor
6495,Bakery
6495,Quick Bites
6496,Cafe
6497,Cafe
6498,Cafe
6498,Bakery
6499,Cafe
6500,Cafe
6500,Dessert Parlor
6501,Cafe
6502,Cafe
6503,Cafe
6504,Quick Bites
6505,Quick Bites
6506,Quick Bites
6507,Cafe
6508,Cafe
6509,Cafe
6510,Cafe
6511,Takeaway
6511,Delivery
6512,Beverage Shop
6513,Casual Dining
6514,Quick Bites
6515,Delivery
6516,Takeaway
6516,Delivery
6517,Takeaway
6517,Delivery
6518,Takeaway
6518,Delivery
6519,Takeaway
6519,Delivery
6520,Quick Bites
6521,Takeaway
6521,Delivery
6522,Beverage Shop
6522,Quick Bites
6523,Takeaway
6523,Delivery
6524,Quick Bites
6525,Takeaway
6525,Delivery
6526,Quick Bites
6527,Quick Bites
6528,Quick Bites
6529,Takeaway
6529,Delivery
6530,Takeaway
6530,Delivery
6531,Quick Bites
6532,Takeaway
6532,Delivery
6533,Casual Dining
6534,Quick Bites
6535,Casual Dining
6536,Quick Bites
6537,Quick Bites
6538,Takeaway
6538,Delivery
6539,Quick Bites
6540,Takeaway
6540,Delivery
6541,Casual Dining
6542,Quick Bites
6543,Delivery
6544,Quick Bites
6545,Beverage Shop
6546,Casual Dining
6547,Casual Dining
6548,Quick Bites
6549,Quick Bites
6550,Delivery
6551,Quick Bites
6552,Delivery
6553,Quick Bites
6554,Quick Bites
6555,Quick Bites
6556,Quick Bites
6557,Casual Dining
6558,Quick Bites
6559,Quick Bites
6560,Quick Bites
6561,Casual Dining
6562,Quick Bites
6563,Casual Dining
6564,Quick Bites
6565,Quick Bites
6566,Quick Bites
6567,Food Court
6568,Quick Bites
6569,Quick Bites
6570,Takeaway
6570,Delivery
6571,Quick Bites
6572,Quick Bites
6573,Quick Bites
6574,Quick Bites
6575,Quick Bites
6576,Quick Bites
6577,Quick Bites
6578,Quick Bites
6579,Casual Dining
6580,Quick Bites
6581,Beverage Shop
6581,Dessert Parlor
6582,Casual Dining
6583,Beverage Shop
6583,Quick Bites
6584,Beverage Shop
6585,Delivery
6586,Quick Bites
6587,Casual Dining
6588,Casual Dining
6589,Quick Bites
6590,Casual Dining
6591,Quick Bites
6592,Delivery
6593,Casual Dining
6594,Quick Bites
6595,Quick Bites
6596,Quick Bites
6597,Bakery
6598,Takeaway
6599,Quick Bites
6599,Sweet Shop
6600,Quick Bites
6601,Casual Dining
6602,Delivery
6603,Delivery
6604,Quick Bites
6605,Quick Bites
6606,Takeaway
6606,Delivery
6607,Casual Dining
6608,Takeaway
6608,Delivery
6609,Quick Bites
6610,Quick Bites
6611,Delivery
6612,Quick Bites
6613,Quick Bites
6614,Takeaway
6614,Delivery
6615,Takeaway
6615,Delivery
6616,Quick Bites
6617,Quick Bites
6618,Quick Bites
6619,Dessert Parlor
6620,Quick Bites
6621,Takeaway
6621,Delivery
6622,Quick Bites
6623,Quick Bites
6624,Casual Dining
6625,Casual Dining
6626,Casual Dining
6627,Takeaway
6627,Delivery
6628,Quick Bites
6628,Sweet Shop
6629,Quick Bites
6630,Casual Dining
6631,Casual Dining
6632,Food Court
6633,Quick Bites
6634,Quick Bites
6635,Food Court
6636,Takeaway
6636,Delivery
6637,Cafe
6638,Quick Bites
6639,Kiosk
6640,Beverage Shop
6641,Quick Bites
6642,Quick Bites
6643,Quick Bites
6644,Quick Bites
6645,Delivery
6646,Quick Bites
6647,Casual Dining
6648,Quick Bites
6649,Quick Bites
6650,Delivery
6651,Quick Bites
6652,Quick Bites
6653,Quick Bites
6654,Casual Dining
6655,Casual Dining
6656,Casual Dining
6657,Quick Bites
6658,Takeaway
6658,Delivery
6659,Quick Bites
6660,Delivery
6661,Casual Dining
6662,Quick Bites
6663,Takeaway
6663,Delivery
6664,Quick Bites
6665,Takeaway
6665,Delivery
6666,Casual Dining
6667,Casual Dining
6668,Quick Bites
6669,Casual Dining
6670,Casual Dining
6671,Quick Bites
6672,Quick Bites
6673,Takeaway
6673,Delivery
6674,Quick Bites
6675,Casual Dining
6676,Quick Bites
6677,Casual Dining
6678,Casual Dining
6679,Casual Dining
6680,Quick Bites
6681,Quick Bites
6682,Delivery
6683,Delivery
6684,Quick Bites
6685,Quick Bites
6686,Dessert Parlor
6686,Quick Bites
6687,Quick Bites
6688,Quick Bites
6689,Delivery
6690,Delivery
6691,Quick Bites
6692,Quick Bites
6693,Delivery
6694,Quick Bites
6695,Casual Dining
6696,Quick Bites
6697,Quick Bites
6698,Quick Bites
6699,Food Court
6699,Quick Bites
6700,Dessert Parlor
6701,Bakery
6702,Bakery
6703,Casual Dining
6704,Quick Bites
6705,Delivery
6706,Takeaway
6706,Delivery
6707,Quick Bites
6708,Casual Dining
6709,Casual Dining
6710,Quick Bites
6711,Quick Bites
6712,Quick Bites
6713,Quick Bites
6714,Quick Bites
6715,Takeaway
6715,Delivery
6716,Dessert Parlor
6717,Takeaway
6717,Delivery
6718,Bar
6718,Casual Dining
6719,Casual Dining
6720,Quick Bites
6721,Pub
6721,Casual Dining
6722,Takeaway
6722,Delivery
6723,Delivery
6724,Quick Bites
6725,Takeaway
6725,Delivery
6726,Quick Bites
6727,Takeaway
6727,Delivery
6728,
6729,Beverage Shop
6729,Quick Bites
6730,Bakery
6731,Casual Dining
6732,Quick Bites
6733,Dessert Parlor
6734,Casual Dining
6735,Food Court
6736,Bakery
6737,Casual Dining
6738,Casual Dining
6739,Quick Bites
6740,Beverage Shop
6741,Quick Bites
6742,Quick Bites
6743,Quick Bites
6744,Quick Bites
6745,Delivery
6746,Quick Bites
6747,Quick Bites
6748,Casual Dining
6749,Quick Bites
6750,Beverage Shop
6751,Dessert Parlor
6752,Takeaway
6752,Delivery
6753,Quick Bites
6754,Casual Dining
6755,Bar
6756,Beverage Shop
6757,Quick Bites
6758,Bakery
6758,Quick Bites
6759,Casual Dining
6760,Casual Dining
6761,Casual Dining
6761,Bar
6762,Quick Bites
6763,Bakery
6764,Dessert Parlor
6765,Casual Dining
6766,Casual Dining
6767,Casual Dining
6768,Quick Bites
6769,Quick Bites
6770,Casual Dining
6771,Quick Bites
6772,Takeaway
6772,Delivery
6773,Takeaway
6773,Delivery
6774,Quick Bites
6775,
6776,Quick Bites
6777,Casual Dining
6778,Quick Bites
6779,Casual Dining
6779,Bar
6780,Quick Bites
6781,Quick Bites
6782,Quick Bites
6783,Lounge
6784,Dessert Parlor
6785,Quick Bites
6786,Quick Bites
6787,Quick Bites
6788,Casual Dining
6789,Casual Dining
6790,Quick Bites
6791,Quick Bites
6792,Quick Bites
6793,Quick Bites
6794,Casual Dining
6795,Casual Dining
6796,Quick Bites
6797,Takeaway
6797,Delivery
6798,Quick Bites
6799,Casual Dining
6800,Quick Bites
6801,Quick Bites
6802,Casual Dining
6803,Quick Bites
6804,Casual Dining
6805,Quick Bites
6806,Casual Dining
6807,Casual Dining
6808,Casual Dining
6809,Casual Dining
6810,Quick Bites
6811,Quick Bites
6812,Bakery
6813,Casual Dining
6814,Quick Bites
6815,Quick Bites
6816,Casual Dining
6817,Quick Bites
6818,Quick Bites
6819,Quick Bites
6820,Quick Bites
6821,Quick Bites
6822,Quick Bites
6823,Bakery
6824,Delivery
6825,Delivery
6826,Bakery
6827,Casual Dining
6828,Quick Bites
6829,Sweet Shop
6830,Quick Bites
6831,Quick Bites
6832,Quick Bites
6833,Delivery
6834,Quick Bites
6835,Quick Bites
6836,Quick Bites
6837,Casual Dining
6838,Quick Bites
6839,Casual Dining
6840,Beverage Shop
6841,Quick Bites
6842,Quick Bites
6842,Beverage Shop
6843,Quick Bites
6844,Casual Dining
6845,Quick Bites
6846,Quick Bites
6847,Bakery
6848,Quick Bites
6849,Quick Bites
6850,Delivery
6851,Quick Bites
6852,Bakery
6853,Delivery
6854,Quick Bites
6855,Quick Bites
6856,Delivery
6857,Quick Bites
6858,Quick Bites
6859,Quick Bites
6860,Quick Bites
6860,Beverage Shop
6861,Quick Bites
6862,Delivery
6863,Mess
6864,Takeaway
6864,Delivery
6865,Mess
6866,Quick Bites
6867,Quick Bites
6868,Casual Dining
6869,Casual Dining
6870,Quick Bites
6871,Quick Bites
6872,Takeaway
6872,Delivery
6873,Quick Bites
6874,Quick Bites
6875,Quick Bites
6876,Quick Bites
6877,Delivery
6878,Quick Bites
6879,Quick Bites
6880,Quick Bites
6881,Casual Dining
6882,Mess
6883,Quick Bites
6884,Quick Bites
6885,Casual Dining
6886,Casual Dining
6887,Quick Bites
6888,Takeaway
6888,Delivery
6889,Quick Bites
6890,Casual Dining
6891,Dessert Parlor
6892,Casual Dining
6893,Bakery
6894,Quick Bites
6895,Quick Bites
6896,Mess
6897,Quick Bites
6898,Casual Dining
6899,Takeaway
6899,Delivery
6900,Delivery
6901,Quick Bites
6902,Quick Bites
6903,Quick Bites
6904,Casual Dining
6904,Pub
6905,Food Truck
6906,Quick Bites
6907,Quick Bites
6908,Takeaway
6908,Delivery
6909,Casual Dining
6910,Quick Bites
6911,Takeaway
6911,Delivery
6912,Takeaway
6912,Delivery
6913,Quick Bites
6914,Delivery
6915,Casual Dining
6916,Delivery
6917,Casual Dining
6918,Quick Bites
6919,Casual Dining
6920,Dessert Parlor
6921,Casual Dining
6922,Quick Bites
6923,Casual Dining
6924,Delivery
6925,Quick Bites
6926,Casual Dining
6927,Delivery
6928,Quick Bites
6929,Quick Bites
6930,Delivery
6931,Casual Dining
6932,Quick Bites
6933,Quick Bites
6934,Quick Bites
6935,Quick Bites
6936,Takeaway
6936,Delivery
6937,Delivery
6938,Quick Bites
6939,Quick Bites
6940,Quick Bites
6941,Dessert Parlor
6942,Quick Bites
6943,Quick Bites
6944,Quick Bites
6945,Quick Bites
6946,Quick Bites
6947,Delivery
6948,Takeaway
6948,Delivery
6949,Takeaway
6949,Delivery
6950,Takeaway
6950,Delivery
6951,Takeaway
6951,Delivery
6952,Takeaway
6952,Delivery
6953,Takeaway
6953,Delivery
6954,Quick Bites
6955,Quick Bites
6956,Quick Bites
6957,Delivery
6958,Quick Bites
6959,Delivery
6960,Quick Bites
6961,Quick Bites
6962,Quick Bites
6963,Quick Bites
6964,Quick Bites
6965,Delivery
6966,Quick Bites
6967,Quick Bites
6968,Quick Bites
6969,Quick Bites
6970,Quick Bites
6971,Takeaway
6971,Delivery
6972,Takeaway
6972,Delivery
6973,Quick Bites
6974,Casual Dining
6975,Quick Bites
6976,Casual Dining
6977,Quick Bites
6978,Quick Bites
6979,Casual Dining
6980,Delivery
6981,Quick Bites
6982,Quick Bites
6983,Casual Dining
6984,
6985,Beverage Shop
6985,Quick Bites
6986,Delivery
6987,Quick Bites
6988,Quick Bites
6989,Quick Bites
6990,Mess
6991,Takeaway
6991,Delivery
6992,Quick Bites
6993,Bar
6994,Delivery
6995,Quick Bites
6996,Quick Bites
6997,Quick Bites
6998,Delivery
6999,Delivery
7000,Quick Bites
7001,Delivery
7002,Delivery
7003,Casual Dining
7004,Takeaway
7004,Delivery
7005,Casual Dining
7006,Sweet Shop
7007,Quick Bites
7008,Bakery
7009,Bakery
7010,Quick Bites
7011,Quick Bites
7012,Delivery
7013,Beverage Shop
7014,Quick Bites
7015,Delivery
7016,Casual Dining
7017,Takeaway
7017,Delivery
7018,Quick Bites
7019,Quick Bites
7020,
7021,Delivery
7022,Quick Bites
7023,Bakery
7024,Takeaway
7024,Delivery
7025,Sweet Shop
7026,Quick Bites
7027,Takeaway
7027,Delivery
7028,Quick Bites
7029,Bakery
7030,Quick Bites
7031,Takeaway
7031,Delivery
7032,Quick Bites
7033,Bakery
7034,Bakery
7035,Casual Dining
7036,Quick Bites
7037,Takeaway
7037,Delivery
7038,Takeaway
7038,Delivery
7039,Takeaway
7039,Delivery
7040,Quick Bites
7040,Dessert Parlor
7041,Casual Dining
7042,Bakery
7043,Bakery
7044,Beverage Shop
7045,Dessert Parlor
7045,Sweet Shop
7046,Bakery
7046,Quick Bites
7047,Bakery
7047,Quick Bites
7048,Quick Bites
7049,Quick Bites
7050,Takeaway
7051,Bakery
7051,Quick Bites
7052,Dessert Parlor
7053,Dessert Parlor
7054,Casual Dining
7055,Microbrewery
7056,Bar
7057,Casual Dining
7058,Casual Dining
7059,Pub
7059,Casual Dining
7060,Bar
7060,Casual Dining
7061,Quick Bites
7062,Casual Dining
7063,Casual Dining
7064,Bar
7065,Lounge
7066,Fine Dining
7067,Lounge
7068,Casual Dining
7069,Quick Bites
7070,Casual Dining
7071,Bar
7072,Lounge
7073,Fine Dining
7074,Casual Dining
7075,Casual Dining
7076,Casual Dining
7077,Bar
7078,Casual Dining
7079,Casual Dining
7080,Casual Dining
7081,Casual Dining
7082,Casual Dining
7082,Bar
7083,Quick Bites
7084,Casual Dining
7085,Casual Dining
7086,Casual Dining
7087,Casual Dining
7088,Quick Bites
7089,Casual Dining
7090,Casual Dining
7091,Casual Dining
7092,Mess
7093,Casual Dining
7094,Bar
7095,Bar
7096,Quick Bites
7097,Casual Dining
7097,Bar
7098,Quick Bites
7099,Casual Dining
7100,Casual Dining
7101,
7102,Quick Bites
7103,Casual Dining
7104,Casual Dining
7105,Lounge
7106,Casual Dining
7107,Casual Dining
7108,Casual Dining
7109,Sweet Shop
7110,Casual Dining
7111,Casual Dining
7112,Quick Bites
7113,Casual Dining
7113,Bar
7114,Casual Dining
7115,Casual Dining
7116,Quick Bites
7117,
7118,Quick Bites
7119,Quick Bites
7120,Dessert Parlor
7121,Quick Bites
7122,Quick Bites
7123,Quick Bites
7124,Quick Bites
7125,Quick Bites
7126,Quick Bites
7127,Quick Bites
7128,Quick Bites
7129,Quick Bites
7130,Quick Bites
7131,Quick Bites
7132,Quick Bites
7133,Quick Bites
7134,Quick Bites
7135,Quick Bites
7136,Quick Bites
7137,Food Court
7138,Quick Bites
7139,Quick Bites
7140,Quick Bites
7141,Quick Bites
7142,Quick Bites
7143,Quick Bites
7144,Quick Bites
7145,Quick Bites
7146,Bakery
7146,Quick Bites
7147,Quick Bites
7148,Quick Bites
7149,Quick Bites
7150,Quick Bites
7151,Quick Bites
7152,Food Court
7153,Quick Bites
7154,Quick Bites
7155,Quick Bites
7156,Quick Bites
7157,Quick Bites
7158,Quick Bites
7159,Quick Bites
7160,Quick Bites
7161,Quick Bites
7162,Quick Bites
7163,Quick Bites
7164,Quick Bites
7165,Quick Bites
7166,Quick Bites
7167,Quick Bites
7168,Quick Bites
7169,Quick Bites
7170,Quick Bites
7171,Quick Bites
7172,Quick Bites
7173,Quick Bites
7174,Quick Bites
7175,Quick Bites
7176,Quick Bites
7177,Quick Bites
7178,Quick Bites
7179,Quick Bites
7180,Quick Bites
7181,Quick Bites
7182,Quick Bites
7183,Quick Bites
7184,Food Court
7185,Quick Bites
7186,Quick Bites
7187,Quick Bites
7188,Quick Bites
7189,Quick Bites
7190,Quick Bites
7191,Quick Bites
7192,Quick Bites
7193,Quick Bites
7194,Quick Bites
7195,Quick Bites
7196,Quick Bites
7197,Quick Bites
7198,Bar
7199,Cafe
7200,Quick Bites
7200,Bakery
7201,Cafe
7202,Bakery
7202,Cafe
7203,Cafe
7204,Cafe
7205,Cafe
7206,Cafe
7207,Cafe
7208,Delivery
7209,Delivery
7210,Casual Dining
7211,Quick Bites
7212,Casual Dining
7213,Quick Bites
7214,Delivery
7215,Quick Bites
7216,Quick Bites
7217,Quick Bites
7218,Takeaway
7218,Delivery
7219,Casual Dining
7220,Takeaway
